               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 316,            0.018237,            0.011018,           0.0016362,             0.65159,             0.56733,             0.57441,              0.3868,            0.060806,            0.014399,            0.031361,           0.0022038,           0.0022038,           0.0022038
                 317,            0.017123,            0.011968,           0.0014721,             0.69424,             0.50867,             0.56228,             0.38985,            0.063556,            0.014389,            0.029277,            0.002179,            0.002179,            0.002179
                 318,            0.016733,            0.010812,           0.0015191,             0.69865,             0.52652,             0.57394,             0.39598,            0.064165,            0.014378,            0.030194,           0.0021543,           0.0021543,           0.0021543
                 319,            0.017782,            0.010837,           0.0011808,             0.74558,             0.46548,             0.56513,             0.37949,            0.065479,             0.01405,            0.031721,           0.0021295,           0.0021295,           0.0021295
                 320,             0.01788,            0.011338,          0.00093457,             0.78132,             0.43586,             0.54369,             0.35765,            0.065988,            0.014964,            0.029802,           0.0021048,           0.0021048,           0.0021048
                 321,            0.016382,            0.011419,           0.0013304,             0.64463,             0.54195,             0.55927,             0.36533,            0.060973,            0.015213,            0.033534,             0.00208,             0.00208,             0.00208
                 322,            0.018525,            0.011277,           0.0018574,             0.69714,             0.51436,             0.56869,             0.37821,            0.058514,            0.015292,            0.031969,           0.0020553,           0.0020553,           0.0020553
                 323,            0.018641,            0.011532,           0.0013915,             0.57958,              0.5238,             0.52044,             0.34432,            0.060176,            0.015404,            0.032666,           0.0020305,           0.0020305,           0.0020305
                 324,            0.017886,            0.010771,           0.0017641,             0.60181,             0.50469,             0.52643,             0.35647,            0.060958,            0.014912,            0.034161,           0.0020058,           0.0020058,           0.0020058
                 325,            0.018319,            0.011543,           0.0015361,             0.68931,             0.50285,              0.5519,             0.37512,            0.061372,            0.015168,             0.03401,            0.001981,            0.001981,            0.001981
                 326,             0.01691,            0.011171,           0.0016274,             0.59156,             0.49227,             0.55978,             0.38236,            0.062551,            0.015584,            0.029856,           0.0019563,           0.0019563,           0.0019563
                 327,            0.017575,            0.011259,           0.0016274,             0.63515,             0.48668,             0.55325,             0.37362,            0.064773,            0.016011,            0.030753,           0.0019315,           0.0019315,           0.0019315
                 328,            0.016981,             0.01163,           0.0019178,             0.62393,             0.54206,             0.58323,             0.39321,             0.06199,            0.015353,            0.031588,           0.0019068,           0.0019068,           0.0019068
                 329,            0.016446,            0.011042,           0.0012776,             0.62068,             0.53987,             0.58345,             0.39437,            0.061643,            0.015282,            0.032296,            0.001882,            0.001882,            0.001882
                 330,            0.017882,            0.011722,           0.0019583,             0.73191,             0.51853,             0.57441,             0.39494,            0.061965,            0.014874,             0.03102,           0.0018572,           0.0018572,           0.0018572
                 331,            0.016364,            0.011129,           0.0017619,             0.74127,             0.49306,             0.56811,             0.38722,            0.061957,            0.014948,            0.029105,           0.0018325,           0.0018325,           0.0018325
                 332,            0.017638,            0.010994,           0.0017392,             0.70366,             0.48994,             0.57124,             0.37974,             0.06236,            0.015737,            0.028272,           0.0018077,           0.0018077,           0.0018077
                 333,            0.017225,             0.01147,           0.0014251,             0.72083,             0.48426,             0.56565,             0.36616,            0.058862,            0.015205,            0.033904,            0.001783,            0.001783,            0.001783
                 334,            0.016743,            0.010808,            0.001397,             0.66818,             0.52386,             0.56815,             0.37213,            0.058327,            0.014475,             0.03726,           0.0017582,           0.0017582,           0.0017582
                 335,            0.017573,            0.010244,           0.0012465,             0.77347,             0.49472,              0.5581,             0.36897,             0.06189,            0.015302,            0.034185,           0.0017335,           0.0017335,           0.0017335
                 336,            0.016781,            0.010971,           0.0014898,             0.57187,             0.46969,             0.51349,             0.35069,             0.06282,            0.015211,             0.03182,           0.0017087,           0.0017087,           0.0017087
                 337,            0.017699,            0.010965,           0.0011912,             0.68143,             0.47575,             0.54228,             0.36672,            0.064612,            0.014616,            0.031441,            0.001684,            0.001684,            0.001684
                 338,            0.016504,            0.011659,           0.0015928,             0.75866,             0.49735,             0.54534,             0.36961,            0.065063,            0.014598,            0.035334,           0.0016592,           0.0016592,           0.0016592
                 339,            0.016364,             0.01078,           0.0013985,             0.74146,             0.49945,             0.55042,             0.37269,            0.063631,            0.014578,            0.038223,           0.0016345,           0.0016345,           0.0016345
                 340,            0.016334,            0.010058,           0.0015838,             0.77444,             0.48074,             0.56953,             0.38967,            0.063694,            0.014994,            0.036168,           0.0016097,           0.0016097,           0.0016097
                 341,             0.01595,            0.010786,           0.0019563,             0.74856,             0.51788,             0.58401,             0.39533,            0.061444,               0.015,            0.035889,            0.001585,            0.001585,            0.001585
                 342,            0.017334,            0.010866,           0.0012984,             0.71024,             0.51491,             0.56864,             0.38227,            0.062723,            0.015089,            0.033898,           0.0015602,           0.0015602,           0.0015602
                 343,            0.017355,            0.010953,           0.0015211,             0.65804,             0.52463,             0.56276,             0.37639,            0.063034,            0.015326,            0.033241,           0.0015355,           0.0015355,           0.0015355
                 344,            0.015892,            0.010609,           0.0010129,             0.83719,             0.49943,             0.58943,             0.39832,            0.062262,            0.015424,            0.031983,           0.0015107,           0.0015107,           0.0015107
                 345,            0.016352,            0.011008,           0.0018133,             0.76668,             0.54966,             0.61851,             0.41687,            0.059104,            0.015331,            0.029816,            0.001486,            0.001486,            0.001486
                 346,            0.016378,             0.01092,           0.0014683,             0.75629,             0.54263,             0.60644,             0.39485,            0.060897,            0.015223,            0.029448,           0.0014612,           0.0014612,           0.0014612
                 347,            0.016155,            0.010307,           0.0014622,              0.7082,             0.54101,             0.58635,             0.37815,            0.062243,            0.015284,            0.030707,           0.0014365,           0.0014365,           0.0014365
                 348,            0.015318,            0.010565,          0.00085907,             0.80757,             0.49238,              0.5848,             0.38649,            0.062277,            0.015813,            0.031323,           0.0014117,           0.0014117,           0.0014117
                 349,            0.016667,             0.01096,           0.0010517,             0.76085,              0.5391,             0.60404,             0.40763,            0.059725,            0.015456,            0.031866,            0.001387,            0.001387,            0.001387
                 350,             0.01655,            0.010557,           0.0012693,             0.64141,             0.55446,             0.58454,             0.39548,            0.060518,            0.015208,             0.03076,           0.0013622,           0.0013622,           0.0013622
                 351,            0.016728,            0.010838,           0.0019823,             0.68357,              0.5626,             0.57509,             0.38588,            0.061888,            0.015566,              0.0305,           0.0013375,           0.0013375,           0.0013375
                 352,            0.015912,            0.010136,           0.0015579,             0.72432,             0.53682,             0.58893,             0.39729,            0.060057,            0.015529,            0.031508,           0.0013128,           0.0013128,           0.0013128
                 353,             0.01617,            0.010598,           0.0011487,             0.77045,             0.51807,             0.59269,             0.40368,            0.060296,            0.015405,            0.031494,            0.001288,            0.001288,            0.001288
                 354,            0.016238,            0.010535,          0.00096852,             0.75009,             0.51553,             0.59851,             0.41004,            0.060569,            0.015247,            0.031509,           0.0012633,           0.0012633,           0.0012633
                 355,            0.015296,            0.010114,           0.0015779,             0.74505,             0.51355,             0.61115,              0.4219,            0.060478,            0.015474,            0.031284,           0.0012385,           0.0012385,           0.0012385
                 356,            0.015956,             0.01026,           0.0018489,             0.68021,             0.53906,             0.59567,             0.41024,             0.06274,            0.015913,            0.028586,           0.0012138,           0.0012138,           0.0012138
                 357,            0.016599,            0.010595,           0.0011134,             0.65489,              0.5589,             0.59535,              0.4149,            0.062913,            0.015594,            0.027364,            0.001189,            0.001189,            0.001189
                 358,            0.016522,            0.011179,           0.0014898,             0.75481,             0.56295,             0.63006,              0.4427,            0.060455,            0.015051,            0.029374,           0.0011643,           0.0011643,           0.0011643
                 359,            0.015901,           0.0099633,           0.0011901,              0.6943,              0.5385,             0.59795,              0.4044,            0.060809,            0.015002,            0.033047,           0.0011395,           0.0011395,           0.0011395
                 360,             0.01651,            0.010577,             0.00246,              0.7143,              0.5208,             0.58201,             0.38827,            0.060012,            0.014758,            0.034274,           0.0011148,           0.0011148,           0.0011148
                 361,            0.015114,            0.010108,          0.00094232,             0.71741,             0.55744,             0.61468,             0.41859,            0.057936,            0.014888,            0.032592,             0.00109,             0.00109,             0.00109
                 362,            0.015792,            0.010282,           0.0016758,                0.67,             0.52902,             0.59319,             0.40823,            0.059804,            0.015977,            0.032446,           0.0010653,           0.0010653,           0.0010653
                 363,            0.016597,            0.010062,           0.0015473,             0.62536,             0.55146,             0.57752,             0.39313,            0.060086,            0.016215,            0.031068,           0.0010405,           0.0010405,           0.0010405
                 364,            0.014656,            0.010099,           0.0014358,             0.67378,             0.50727,             0.56689,             0.38823,            0.060296,            0.016279,            0.033398,           0.0010158,           0.0010158,           0.0010158
                 365,            0.015252,            0.010436,           0.0015988,              0.8157,              0.4732,             0.57417,             0.39058,            0.059878,               0.016,            0.033851,            0.000991,            0.000991,            0.000991
                 366,            0.014971,            0.010634,           0.0012442,             0.82296,             0.47151,             0.57984,             0.39599,            0.059331,            0.015982,            0.030764,          0.00096625,          0.00096625,          0.00096625
                 367,            0.015376,            0.010138,           0.0015468,              0.7267,             0.49465,             0.57614,             0.38945,            0.059449,            0.016098,            0.030058,           0.0009415,           0.0009415,           0.0009415
                 368,              0.0157,            0.010107,           0.0010105,             0.70084,             0.52539,             0.58495,             0.39081,            0.059472,            0.015952,            0.029097,          0.00091675,          0.00091675,          0.00091675
                 369,            0.015641,            0.010163,           0.0017849,             0.70009,             0.49639,             0.57614,             0.38166,             0.06097,            0.015789,            0.028423,            0.000892,            0.000892,            0.000892
                 370,            0.016334,            0.010548,           0.0012624,             0.77522,             0.48532,             0.57794,             0.38889,             0.06094,            0.015744,            0.029885,          0.00086725,          0.00086725,          0.00086725
                 371,            0.015768,            0.010405,           0.0011862,             0.72848,             0.51089,             0.57689,              0.3963,            0.061965,            0.016073,            0.031194,           0.0008425,           0.0008425,           0.0008425
                 372,            0.015092,            0.010481,           0.0011526,             0.82857,             0.46215,             0.56261,             0.39217,            0.064312,            0.016434,            0.031107,          0.00081775,          0.00081775,          0.00081775
                 373,            0.014927,            0.010446,           0.0010671,             0.72577,             0.48008,             0.55552,             0.38367,            0.064449,            0.016232,            0.030995,            0.000793,            0.000793,            0.000793
                 374,            0.014314,            0.010117,           0.0010244,             0.80735,             0.46213,             0.56877,             0.38951,            0.062832,            0.015577,            0.031655,          0.00076825,          0.00076825,          0.00076825
                 375,            0.014718,           0.0099989,          0.00082051,             0.81156,             0.47243,             0.59057,             0.40648,            0.061138,            0.015383,            0.031695,           0.0007435,           0.0007435,           0.0007435
                 376,            0.015217,            0.010326,          0.00068701,             0.71271,             0.52839,             0.59573,             0.40961,            0.061076,             0.01559,            0.031748,          0.00071875,          0.00071875,          0.00071875
                 377,            0.014545,            0.010056,          0.00099664,             0.74364,             0.50424,             0.59557,             0.40331,            0.061311,             0.01552,            0.031919,            0.000694,            0.000694,            0.000694
                 378,            0.015478,           0.0097627,          0.00098065,             0.75412,             0.49872,             0.59236,             0.40413,            0.061387,            0.015371,            0.031149,          0.00066925,          0.00066925,          0.00066925
                 379,            0.015329,           0.0098656,           0.0019407,             0.68627,             0.51627,             0.59123,             0.40067,            0.061079,            0.015676,            0.029343,           0.0006445,           0.0006445,           0.0006445
                 380,            0.016425,            0.010331,            0.001457,             0.78301,             0.47145,             0.59406,             0.39802,            0.060844,            0.016027,            0.029592,          0.00061975,          0.00061975,          0.00061975
                 381,            0.015414,           0.0096983,          0.00099662,              0.7395,             0.50429,             0.59384,             0.40171,            0.060884,              0.0161,            0.030853,            0.000595,            0.000595,            0.000595
                 382,            0.014885,             0.01033,           0.0011143,             0.75537,             0.50175,             0.58911,             0.40522,            0.060338,            0.015953,             0.03196,          0.00057025,          0.00057025,          0.00057025
                 383,            0.014191,            0.010172,          0.00094366,             0.75977,              0.4994,             0.59094,             0.40228,            0.059814,            0.015745,            0.032579,           0.0005455,           0.0005455,           0.0005455
                 384,            0.015393,            0.010257,           0.0010808,             0.73917,              0.5041,             0.59028,             0.39864,            0.059397,            0.015599,            0.032265,          0.00052075,          0.00052075,          0.00052075
                 385,            0.014865,            0.010512,           0.0011227,             0.75358,             0.50615,             0.58229,             0.39302,            0.060019,            0.015595,            0.031392,            0.000496,            0.000496,            0.000496
                 386,            0.014673,            0.010406,           0.0010447,             0.76509,              0.4994,             0.57762,             0.39819,            0.060865,            0.015778,            0.031087,          0.00047125,          0.00047125,          0.00047125
                 387,            0.014773,           0.0098811,            0.001501,              0.8275,              0.4648,             0.57965,             0.39882,            0.060862,            0.015803,             0.03211,           0.0004465,           0.0004465,           0.0004465
                 388,            0.014917,           0.0097119,          0.00095909,             0.81403,             0.48928,             0.58746,             0.40223,            0.060338,            0.015877,            0.031596,          0.00042175,          0.00042175,          0.00042175
                 389,            0.015387,            0.010047,           0.0010593,             0.77113,             0.49471,             0.58001,             0.39716,            0.060625,            0.016209,            0.029879,            0.000397,            0.000397,            0.000397
                 390,            0.015385,            0.010278,          0.00090244,             0.76311,             0.49088,             0.57942,             0.40026,             0.06088,            0.016238,            0.029532,          0.00037225,          0.00037225,          0.00037225
                 391,            0.014014,           0.0099707,             0.00122,             0.75661,               0.491,             0.58436,             0.40218,            0.060592,            0.016005,            0.030251,           0.0003475,           0.0003475,           0.0003475
                 392,            0.015018,           0.0098033,           0.0020096,             0.76615,               0.491,             0.57887,             0.40028,            0.060452,            0.015857,            0.031284,          0.00032275,          0.00032275,          0.00032275
                 393,            0.014755,           0.0098963,           0.0012807,             0.74226,             0.49651,              0.5715,             0.38815,            0.060528,            0.015895,            0.031281,            0.000298,            0.000298,            0.000298
                 394,            0.014338,            0.010637,           0.0013314,             0.74122,              0.4994,             0.57381,             0.39065,            0.060724,            0.016051,            0.030456,          0.00027325,          0.00027325,          0.00027325
                 395,            0.013942,           0.0099349,           0.0013575,             0.74215,             0.48725,             0.58124,             0.39618,            0.060793,            0.016108,            0.030006,           0.0002485,           0.0002485,           0.0002485
                 396,            0.014156,           0.0095009,          0.00087399,             0.71563,             0.50478,             0.58051,             0.39382,            0.060759,            0.016056,            0.030061,          0.00022375,          0.00022375,          0.00022375
                 397,            0.013892,            0.010225,           0.0009328,             0.74612,             0.49826,             0.58294,             0.39614,            0.060837,            0.015997,            0.030703,            0.000199,            0.000199,            0.000199
                 398,            0.015488,           0.0099121,           0.0015419,             0.77479,             0.48695,             0.58008,             0.39831,            0.060864,            0.015996,            0.031178,          0.00017425,          0.00017425,          0.00017425
                 399,            0.014356,           0.0098646,          0.00098536,             0.76534,             0.49938,             0.57983,              0.3971,            0.060838,            0.016022,            0.031157,           0.0001495,           0.0001495,           0.0001495
