               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.030204,            0.017935,           0.0051953,             0.57253,             0.51044,             0.51577,             0.29759,            0.061182,            0.013655,            0.032571,            0.006238,            0.006238,            0.006238
                 154,            0.028274,            0.017401,           0.0040245,             0.65097,             0.51337,             0.56221,             0.31526,            0.061942,            0.013106,            0.027798,           0.0062132,           0.0062132,           0.0062132
                 155,            0.030239,            0.017606,           0.0050058,             0.64953,             0.46363,             0.51437,              0.3177,            0.062379,            0.012813,            0.028987,           0.0061885,           0.0061885,           0.0061885
                 156,            0.028176,            0.016544,           0.0036653,              0.6282,             0.51569,              0.5426,             0.32589,            0.058894,            0.013684,            0.031751,           0.0061637,           0.0061637,           0.0061637
                 157,             0.02892,            0.016282,           0.0035891,             0.57885,              0.4788,             0.52215,             0.31817,            0.059867,            0.014374,             0.02889,            0.006139,            0.006139,            0.006139
                 158,            0.029927,            0.016214,           0.0036233,             0.70357,             0.43344,             0.50383,             0.30204,            0.064279,            0.014177,            0.025745,           0.0061142,           0.0061142,           0.0061142
                 159,            0.028641,            0.017154,           0.0044165,             0.62176,             0.48882,             0.52963,             0.32801,            0.060369,            0.012934,            0.023402,           0.0060895,           0.0060895,           0.0060895
                 160,            0.029263,            0.016634,           0.0035313,             0.60978,             0.44399,             0.47693,             0.30784,             0.06267,            0.013517,            0.031017,           0.0060647,           0.0060647,           0.0060647
                 161,            0.028572,            0.016378,           0.0039111,             0.68899,             0.47116,             0.54148,             0.34855,            0.059872,            0.013505,            0.027458,             0.00604,             0.00604,             0.00604
                 162,             0.02797,            0.016857,           0.0038593,              0.6268,             0.47925,             0.51947,             0.32947,            0.061523,            0.013291,            0.031872,           0.0060152,           0.0060152,           0.0060152
                 163,            0.028678,            0.016184,            0.003549,             0.66172,             0.48858,             0.50646,             0.32319,             0.06258,            0.013071,            0.032405,           0.0059905,           0.0059905,           0.0059905
                 164,            0.027524,            0.016195,            0.003308,             0.59332,             0.42144,              0.4526,             0.27762,            0.064809,            0.013221,             0.03381,           0.0059658,           0.0059658,           0.0059658
                 165,            0.027777,            0.016644,           0.0030511,             0.61232,             0.46182,             0.48904,             0.29829,            0.058622,            0.013651,            0.035444,            0.005941,            0.005941,            0.005941
                 166,             0.02845,             0.01708,           0.0036137,             0.73369,             0.45834,             0.53789,             0.34422,            0.063379,            0.013982,            0.030359,           0.0059163,           0.0059163,           0.0059163
                 167,            0.026902,            0.015733,           0.0035351,             0.74165,             0.44152,             0.53822,             0.35327,            0.061859,            0.013774,            0.024237,           0.0058915,           0.0058915,           0.0058915
                 168,            0.027963,            0.015371,           0.0043357,             0.69587,             0.50798,             0.56622,             0.35481,            0.062104,            0.013701,            0.023836,           0.0058668,           0.0058668,           0.0058668
                 169,            0.028271,            0.016002,           0.0041593,             0.70935,             0.54203,             0.60451,             0.38239,            0.059699,            0.013779,            0.024428,            0.005842,            0.005842,            0.005842
                 170,            0.026034,            0.015475,           0.0044315,             0.59047,             0.51714,             0.54951,              0.3299,            0.057406,            0.014066,            0.027543,           0.0058173,           0.0058173,           0.0058173
                 171,            0.026815,            0.016518,           0.0032842,             0.63353,             0.46956,              0.5272,             0.33991,              0.0596,            0.014054,            0.028185,           0.0057925,           0.0057925,           0.0057925
                 172,            0.028519,            0.016149,           0.0042583,              0.7214,             0.54704,             0.58947,             0.37317,            0.057098,            0.014121,            0.026463,           0.0057678,           0.0057678,           0.0057678
                 173,            0.028667,            0.016589,           0.0033097,             0.73317,             0.50874,             0.58316,             0.37532,            0.058544,            0.014228,            0.025333,            0.005743,            0.005743,            0.005743
                 174,            0.026441,            0.015768,           0.0031085,             0.74108,             0.43672,             0.55024,              0.3577,            0.062775,            0.013231,            0.023847,           0.0057183,           0.0057183,           0.0057183
                 175,            0.026581,            0.015594,            0.003218,             0.64468,             0.48116,             0.54768,             0.34326,            0.066653,            0.013525,            0.029488,           0.0056935,           0.0056935,           0.0056935
                 176,            0.026946,            0.015668,           0.0043232,             0.68486,              0.4993,             0.54101,             0.33844,            0.060983,            0.014055,            0.032799,           0.0056688,           0.0056688,           0.0056688
                 177,            0.025961,            0.015086,           0.0030691,             0.61689,             0.52034,             0.54594,             0.32803,            0.061037,            0.013254,            0.032983,            0.005644,            0.005644,            0.005644
                 178,            0.026924,            0.015574,            0.003236,             0.70961,             0.44735,             0.51111,             0.33221,            0.062569,            0.013276,            0.030943,           0.0056193,           0.0056193,           0.0056193
                 179,            0.026118,            0.015696,            0.003054,             0.67535,             0.47731,             0.56499,             0.34806,            0.057102,             0.01298,            0.032622,           0.0055945,           0.0055945,           0.0055945
                 180,            0.026843,            0.015117,           0.0036686,             0.64856,             0.50838,             0.56714,             0.35341,            0.063018,            0.014246,              0.0273,           0.0055698,           0.0055698,           0.0055698
                 181,            0.025874,            0.015357,           0.0033436,             0.67633,             0.51297,              0.5955,              0.3737,            0.056718,            0.014029,            0.026372,            0.005545,            0.005545,            0.005545
                 182,            0.027334,            0.016309,           0.0033449,              0.7532,              0.4573,             0.54062,             0.35052,            0.060041,            0.013932,            0.026328,           0.0055202,           0.0055202,           0.0055202
                 183,            0.025868,            0.015065,           0.0042731,              0.7226,              0.5332,             0.58721,             0.37818,            0.056751,            0.013296,            0.031284,           0.0054955,           0.0054955,           0.0054955
                 184,            0.026568,            0.015297,            0.004404,             0.67228,             0.58669,             0.59614,             0.37224,            0.056553,            0.013527,            0.030048,           0.0054707,           0.0054707,           0.0054707
                 185,            0.026797,            0.015133,           0.0033347,             0.75947,             0.47383,             0.56501,             0.36132,            0.063004,            0.013867,            0.025755,            0.005446,            0.005446,            0.005446
                 186,            0.026455,            0.016031,            0.003219,             0.66982,             0.51708,             0.56689,             0.35307,            0.061244,            0.012887,            0.024527,           0.0054212,           0.0054212,           0.0054212
                 187,            0.028038,            0.014245,           0.0043184,             0.65034,              0.4664,              0.5427,             0.32072,            0.064277,            0.013302,            0.028192,           0.0053965,           0.0053965,           0.0053965
                 188,             0.02698,            0.016092,           0.0036072,             0.63968,             0.55164,             0.55881,             0.34459,            0.056793,            0.012933,            0.031679,           0.0053717,           0.0053717,           0.0053717
                 189,            0.026645,            0.015673,           0.0033249,             0.79204,             0.53479,             0.61361,             0.38248,            0.056553,            0.012813,            0.026923,            0.005347,            0.005347,            0.005347
                 190,            0.026893,            0.015345,           0.0034497,             0.67479,             0.58884,             0.61183,             0.38089,            0.056113,            0.013189,             0.02758,           0.0053223,           0.0053223,           0.0053223
                 191,            0.026014,            0.014821,           0.0035632,             0.68317,             0.56242,             0.61614,             0.38192,            0.057271,            0.014413,            0.029511,           0.0052975,           0.0052975,           0.0052975
                 192,            0.025273,            0.014449,           0.0036225,             0.67404,             0.55074,             0.59541,             0.38389,            0.058143,            0.014166,            0.027174,           0.0052727,           0.0052727,           0.0052727
                 193,            0.026391,            0.015117,           0.0035903,             0.64628,             0.49792,             0.52406,             0.34563,            0.059525,            0.013952,            0.028904,            0.005248,            0.005248,            0.005248
                 194,            0.026075,            0.015645,           0.0027865,             0.64041,             0.46908,             0.52305,             0.32965,            0.060654,            0.013898,            0.032618,           0.0052233,           0.0052233,           0.0052233
                 195,            0.025047,            0.014465,           0.0035041,             0.57947,                0.49,             0.52479,             0.34445,            0.061996,             0.01317,            0.033975,           0.0051985,           0.0051985,           0.0051985
                 196,            0.025722,            0.014894,           0.0045027,             0.61485,             0.50024,             0.54219,             0.34062,            0.061945,            0.013337,            0.028317,           0.0051737,           0.0051737,           0.0051737
                 197,            0.026111,            0.015424,           0.0031039,             0.75444,             0.47822,             0.57781,              0.3601,            0.059077,            0.013492,            0.033109,            0.005149,            0.005149,            0.005149
                 198,             0.02517,            0.014804,           0.0030875,             0.81473,             0.40872,              0.5187,              0.3363,            0.064676,            0.013951,            0.035597,           0.0051243,           0.0051243,           0.0051243
                 199,            0.024594,            0.014968,           0.0026069,             0.75806,             0.44792,             0.52999,             0.33937,            0.064397,            0.013501,            0.031242,           0.0050995,           0.0050995,           0.0050995
                 200,            0.024898,            0.014918,           0.0041195,             0.73689,             0.44856,             0.52411,             0.33597,            0.066485,            0.013671,            0.032166,           0.0050747,           0.0050747,           0.0050747
                 201,            0.024232,            0.015247,           0.0029892,             0.65473,             0.57095,             0.59538,             0.37127,            0.056657,            0.012764,            0.026802,             0.00505,             0.00505,             0.00505
                 202,            0.025005,            0.014659,           0.0025285,             0.71344,             0.53102,             0.58407,             0.36796,            0.059903,            0.013333,             0.02883,           0.0050253,           0.0050253,           0.0050253
                 203,            0.023674,            0.013882,           0.0024505,             0.69091,             0.51638,             0.54304,             0.34281,            0.061249,            0.014246,            0.030549,           0.0050005,           0.0050005,           0.0050005
                 204,            0.025078,            0.013949,           0.0037871,             0.76628,             0.53598,             0.59916,             0.38189,             0.05394,            0.013625,            0.030833,           0.0049758,           0.0049758,           0.0049758
                 205,            0.023369,            0.014612,           0.0023929,             0.68124,             0.47747,             0.53763,             0.35539,             0.06076,            0.014326,             0.03081,            0.004951,            0.004951,            0.004951
                 206,            0.024833,            0.015532,            0.003097,             0.61599,             0.50213,             0.51227,             0.33257,            0.061066,            0.014588,             0.03684,           0.0049263,           0.0049263,           0.0049263
                 207,            0.025605,            0.014705,           0.0042669,             0.65592,             0.52719,             0.57521,             0.36694,             0.05695,            0.013964,            0.032674,           0.0049015,           0.0049015,           0.0049015
                 208,            0.025134,            0.014778,           0.0039339,             0.63781,             0.49287,             0.54095,             0.35335,            0.060375,            0.014111,            0.029829,           0.0048768,           0.0048768,           0.0048768
                 209,             0.02472,            0.014339,           0.0025366,             0.69871,              0.4622,             0.54264,              0.3367,            0.062244,            0.013833,            0.031457,            0.004852,            0.004852,            0.004852
                 210,            0.024768,            0.014456,           0.0026269,             0.65236,             0.53263,             0.55912,             0.35442,            0.056416,            0.013287,            0.034497,           0.0048272,           0.0048272,           0.0048272
                 211,            0.025709,            0.013975,           0.0035777,             0.63772,             0.53516,              0.5151,             0.32231,            0.057314,            0.013454,            0.034557,           0.0048025,           0.0048025,           0.0048025
                 212,            0.024792,            0.014267,           0.0035122,             0.63525,             0.49687,             0.52623,             0.33237,            0.056385,            0.013663,             0.03156,           0.0047778,           0.0047778,           0.0047778
                 213,            0.025546,            0.014251,           0.0022991,             0.55333,             0.50398,              0.4905,             0.29833,            0.057861,            0.013755,            0.033438,            0.004753,            0.004753,            0.004753
                 214,            0.023351,            0.014167,            0.002642,             0.67208,             0.53693,             0.56529,             0.35303,             0.05833,            0.014189,            0.032888,           0.0047283,           0.0047283,           0.0047283
                 215,            0.023595,             0.01485,            0.002595,             0.66474,             0.48259,             0.52397,             0.31938,            0.063283,             0.01458,             0.02785,           0.0047035,           0.0047035,           0.0047035
                 216,            0.023882,            0.014143,           0.0022221,             0.63996,             0.52736,              0.5377,             0.35131,            0.063207,            0.014153,            0.030447,           0.0046788,           0.0046788,           0.0046788
                 217,            0.022869,            0.014982,           0.0025872,             0.83165,             0.50428,             0.58757,             0.39259,            0.063242,            0.013833,            0.026992,            0.004654,            0.004654,            0.004654
                 218,            0.023232,            0.013919,           0.0021633,             0.84293,             0.42532,             0.55741,             0.35567,            0.064494,            0.013889,            0.027386,           0.0046293,           0.0046293,           0.0046293
                 219,            0.024324,            0.013246,           0.0019976,             0.70837,              0.4611,             0.52607,             0.33604,            0.063328,            0.014382,             0.02919,           0.0046045,           0.0046045,           0.0046045
                 220,            0.024867,            0.014493,           0.0026804,             0.63597,             0.48274,             0.52792,             0.34382,            0.059228,            0.013794,            0.030137,           0.0045798,           0.0045798,           0.0045798
                 221,            0.021628,            0.013403,           0.0018732,             0.63662,             0.55742,             0.59415,             0.38995,            0.057788,            0.013414,             0.03098,            0.004555,            0.004555,            0.004555
                 222,            0.022789,             0.01393,           0.0026139,             0.73077,             0.49354,             0.56727,             0.37141,            0.063056,            0.013245,            0.035465,           0.0045303,           0.0045303,           0.0045303
                 223,            0.023569,            0.014377,           0.0025234,             0.64753,              0.5605,             0.55915,             0.35781,            0.059252,            0.013372,            0.028069,           0.0045055,           0.0045055,           0.0045055
                 224,            0.023636,            0.013301,           0.0024149,             0.71778,             0.53571,              0.5651,             0.36401,            0.056973,            0.013452,            0.034505,           0.0044808,           0.0044808,           0.0044808
                 225,            0.022062,            0.013269,           0.0022347,             0.61251,             0.53488,             0.51802,              0.3223,            0.064462,            0.013883,            0.032973,            0.004456,            0.004456,            0.004456
                 226,            0.021691,            0.013905,           0.0025507,             0.61589,              0.4455,             0.46695,             0.28907,            0.065925,            0.013295,            0.028885,           0.0044313,           0.0044313,           0.0044313
                 227,            0.021699,            0.014002,           0.0025744,             0.73473,             0.50804,             0.57003,             0.37093,            0.060796,            0.013522,            0.033266,           0.0044065,           0.0044065,           0.0044065
                 228,            0.022409,            0.013673,           0.0030156,             0.76092,             0.51684,             0.57659,             0.38008,            0.063853,            0.013698,            0.028895,           0.0043818,           0.0043818,           0.0043818
                 229,            0.023472,            0.013748,           0.0018682,             0.71082,              0.4553,             0.54398,             0.34997,            0.064006,            0.015526,            0.026545,            0.004357,            0.004357,            0.004357
                 230,             0.02419,            0.014364,           0.0021756,             0.80472,             0.47046,             0.57668,             0.37826,            0.060558,            0.015001,             0.02953,           0.0043323,           0.0043323,           0.0043323
                 231,            0.022468,            0.013927,           0.0021928,             0.71497,             0.52515,             0.59489,             0.38761,            0.060077,            0.013787,            0.030518,           0.0043075,           0.0043075,           0.0043075
                 232,            0.021419,            0.013866,           0.0026449,             0.70238,             0.53608,             0.59282,              0.3838,            0.059356,            0.014016,            0.031605,           0.0042828,           0.0042828,           0.0042828
                 233,            0.022329,             0.01299,           0.0028548,             0.60949,             0.55273,             0.56098,             0.36548,            0.062247,            0.014074,            0.029403,            0.004258,            0.004258,            0.004258
                 234,            0.022412,            0.013811,           0.0032352,              0.7949,             0.50969,             0.61672,             0.38484,            0.059728,            0.014359,            0.026691,           0.0042333,           0.0042333,           0.0042333
                 235,            0.021628,            0.012972,           0.0026533,             0.69685,             0.57922,             0.63412,             0.40335,            0.057133,            0.013892,            0.027319,           0.0042085,           0.0042085,           0.0042085
                 236,              0.0223,            0.013729,           0.0026745,             0.76921,             0.50918,             0.59039,             0.37602,             0.05847,            0.014281,            0.034307,           0.0041837,           0.0041837,           0.0041837
                 237,            0.021699,            0.013072,           0.0024303,             0.77845,             0.50265,             0.59396,             0.38378,            0.059262,            0.014274,            0.030152,            0.004159,            0.004159,            0.004159
                 238,            0.022084,            0.014425,           0.0026331,             0.63385,             0.48491,             0.53894,             0.33149,              0.0606,            0.014451,            0.033575,           0.0041342,           0.0041342,           0.0041342
                 239,            0.020819,            0.013675,           0.0023788,              0.7252,             0.46458,             0.54031,             0.34766,            0.062175,            0.014493,            0.034505,           0.0041095,           0.0041095,           0.0041095
                 240,            0.021762,            0.013228,           0.0029942,             0.69007,             0.53872,             0.58172,             0.36674,            0.058856,            0.014033,            0.035244,           0.0040847,           0.0040847,           0.0040847
                 241,            0.023197,            0.013263,           0.0023542,             0.71067,             0.59741,             0.59219,             0.37258,            0.056061,             0.01426,            0.032405,             0.00406,             0.00406,             0.00406
                 242,            0.020905,            0.012948,           0.0019072,             0.67572,              0.5609,             0.58378,             0.39141,            0.057513,            0.014409,            0.031139,           0.0040352,           0.0040352,           0.0040352
                 243,            0.023934,            0.013477,           0.0020251,             0.83292,             0.49028,             0.61532,             0.40913,            0.058301,            0.014744,            0.028607,           0.0040105,           0.0040105,           0.0040105
                 244,            0.022525,            0.013122,           0.0019704,             0.72761,             0.56461,             0.59861,             0.38545,            0.061588,            0.014586,            0.031905,           0.0039857,           0.0039857,           0.0039857
                 245,            0.022365,            0.014008,           0.0018029,             0.83517,              0.4656,             0.58842,             0.38224,            0.060093,            0.013943,            0.031129,            0.003961,            0.003961,            0.003961
                 246,            0.021964,            0.013714,           0.0025976,             0.74754,             0.47467,             0.55645,             0.36952,            0.061018,            0.014299,            0.031581,           0.0039362,           0.0039362,           0.0039362
                 247,            0.021508,            0.013196,           0.0021303,             0.68252,             0.50169,             0.55438,             0.36666,            0.060356,            0.014062,             0.03021,           0.0039115,           0.0039115,           0.0039115
                 248,            0.020938,            0.012987,           0.0021805,             0.69141,              0.5735,              0.5954,             0.38298,            0.058962,             0.01374,            0.028669,           0.0038867,           0.0038867,           0.0038867
                 249,            0.022619,            0.012913,           0.0022184,              0.7496,             0.55712,             0.62747,             0.41023,            0.057975,            0.014118,            0.028889,            0.003862,            0.003862,            0.003862
                 250,            0.021062,            0.013022,           0.0020546,             0.71344,             0.56354,             0.61204,             0.39351,             0.05971,            0.014112,            0.031689,           0.0038372,           0.0038372,           0.0038372
                 251,            0.021661,            0.013845,           0.0021584,              0.6809,              0.5195,             0.56458,             0.36572,            0.059848,            0.013779,            0.036194,           0.0038125,           0.0038125,           0.0038125
                 252,            0.021003,            0.012416,            0.002172,             0.69743,             0.54344,             0.57105,             0.37935,            0.062187,            0.014389,            0.034272,           0.0037878,           0.0037878,           0.0037878
                 253,            0.020954,            0.012779,           0.0030806,             0.73205,             0.55419,             0.61891,             0.41241,            0.062075,            0.014129,            0.031063,            0.003763,            0.003763,            0.003763
                 254,            0.021746,            0.012301,            0.002254,              0.7204,             0.54475,             0.60204,             0.39441,             0.06124,            0.013952,            0.030319,           0.0037383,           0.0037383,           0.0037383
                 255,            0.020848,            0.012692,           0.0020928,             0.70434,             0.54887,             0.55364,             0.35365,            0.061309,            0.013648,            0.035498,           0.0037135,           0.0037135,           0.0037135
                 256,            0.020724,            0.013706,           0.0019027,             0.69021,             0.55986,              0.5618,             0.36961,            0.061394,            0.013982,            0.030366,           0.0036888,           0.0036888,           0.0036888
                 257,            0.020889,            0.012982,           0.0022223,             0.73764,             0.52792,             0.58237,             0.38263,            0.063088,            0.014472,            0.029002,            0.003664,            0.003664,            0.003664
                 258,            0.021244,            0.012618,           0.0026505,             0.70456,             0.56482,             0.59844,             0.38963,            0.061607,            0.014785,            0.030518,           0.0036393,           0.0036393,           0.0036393
                 259,            0.023065,            0.013342,           0.0024808,             0.63211,                0.54,             0.57892,             0.37058,            0.063418,            0.013989,            0.032101,           0.0036145,           0.0036145,           0.0036145
                 260,            0.022314,            0.013509,            0.002442,             0.67668,             0.50138,             0.55607,             0.36411,            0.060217,             0.01424,            0.034503,           0.0035898,           0.0035898,           0.0035898
                 261,            0.021181,             0.01253,           0.0019888,             0.66458,             0.53674,             0.55212,             0.35565,             0.05772,            0.014467,            0.035882,            0.003565,            0.003565,            0.003565
                 262,            0.020148,             0.01301,           0.0022467,             0.68259,             0.56771,             0.58357,             0.38496,            0.055887,            0.014028,            0.038256,           0.0035403,           0.0035403,           0.0035403
                 263,            0.020802,            0.012451,           0.0018227,             0.72115,             0.47666,             0.56156,             0.36371,            0.061042,            0.015302,            0.031381,           0.0035155,           0.0035155,           0.0035155
                 264,            0.020275,            0.012944,           0.0020298,             0.73594,              0.4912,              0.5859,             0.39601,            0.059186,            0.014187,            0.032022,           0.0034908,           0.0034908,           0.0034908
                 265,            0.020756,            0.012608,            0.002493,             0.70457,             0.50163,             0.57507,             0.39037,            0.061077,            0.013624,            0.033231,            0.003466,            0.003466,            0.003466
                 266,            0.021489,            0.012884,           0.0022531,             0.69273,             0.54009,             0.58022,             0.39016,            0.063285,            0.013557,            0.033504,           0.0034413,           0.0034413,           0.0034413
                 267,            0.020583,            0.012395,           0.0022176,             0.74594,              0.4903,               0.566,             0.36508,            0.065271,            0.014172,            0.031431,           0.0034165,           0.0034165,           0.0034165
                 268,            0.019798,            0.012372,           0.0019485,             0.74964,             0.45866,             0.56284,             0.37524,            0.064297,            0.014126,            0.031897,           0.0033918,           0.0033918,           0.0033918
                 269,            0.020558,            0.012328,           0.0019506,              0.6771,             0.47963,             0.55276,             0.35696,            0.064134,            0.014644,            0.030783,            0.003367,            0.003367,            0.003367
                 270,            0.020475,            0.012314,           0.0019807,             0.69626,              0.5386,             0.56669,             0.37553,            0.063247,            0.014796,            0.031104,           0.0033423,           0.0033423,           0.0033423
                 271,            0.020917,            0.012433,           0.0020752,             0.78584,              0.4952,             0.57465,             0.37354,            0.061914,            0.014462,            0.032182,           0.0033175,           0.0033175,           0.0033175
                 272,            0.020761,            0.012856,           0.0021137,             0.70478,             0.56454,             0.59987,             0.39388,            0.056917,            0.014056,            0.032146,           0.0032928,           0.0032928,           0.0032928
                 273,            0.019554,            0.012066,           0.0027915,             0.68416,             0.51168,             0.56186,             0.37891,            0.060968,            0.015213,            0.031925,            0.003268,            0.003268,            0.003268
                 274,            0.020999,            0.011969,           0.0021341,             0.58902,             0.47813,             0.51866,             0.34466,            0.062997,            0.015353,            0.029062,           0.0032433,           0.0032433,           0.0032433
                 275,            0.019754,            0.012221,           0.0021969,             0.67551,             0.53762,             0.56332,             0.37763,            0.059916,            0.014497,            0.030308,           0.0032185,           0.0032185,           0.0032185
                 276,            0.020299,            0.012275,           0.0025468,             0.74232,             0.50838,             0.57492,             0.37918,            0.060738,            0.015688,            0.029879,           0.0031938,           0.0031938,           0.0031938
                 277,            0.019192,            0.012556,           0.0017926,             0.78672,             0.53382,              0.6089,             0.40803,            0.060951,            0.014752,            0.030348,            0.003169,            0.003169,            0.003169
                 278,            0.020942,            0.012697,           0.0021933,             0.75536,             0.57533,             0.62457,             0.41319,            0.057844,            0.014561,            0.028872,           0.0031443,           0.0031443,           0.0031443
                 279,            0.018833,             0.01192,           0.0015922,              0.7189,             0.51434,             0.56088,             0.36468,            0.062056,             0.01505,            0.037112,           0.0031195,           0.0031195,           0.0031195
                 280,            0.018529,            0.012154,           0.0018199,             0.77677,               0.472,             0.57163,             0.37603,            0.060558,            0.014707,            0.032736,           0.0030948,           0.0030948,           0.0030948
                 281,            0.019163,            0.012405,           0.0020152,             0.67728,             0.50918,             0.54434,             0.36518,            0.058466,            0.014482,              0.0344,             0.00307,             0.00307,             0.00307
                 282,            0.019467,            0.012388,           0.0024813,             0.70346,              0.4622,             0.55729,             0.36852,            0.059439,             0.01526,            0.029591,           0.0030452,           0.0030452,           0.0030452
                 283,            0.019386,             0.01241,           0.0017052,              0.6375,             0.51386,             0.53353,             0.34839,            0.058408,            0.015686,            0.028712,           0.0030205,           0.0030205,           0.0030205
                 284,            0.020378,            0.012554,           0.0021142,             0.65075,             0.54951,              0.5551,             0.37983,            0.061802,            0.015393,            0.030697,           0.0029957,           0.0029957,           0.0029957
                 285,            0.019018,            0.011973,           0.0022054,             0.74658,             0.53603,             0.58829,             0.40487,            0.062835,            0.014373,            0.028959,            0.002971,            0.002971,            0.002971
                 286,            0.018403,            0.011887,            0.001896,             0.76604,             0.50562,             0.55732,             0.38292,             0.06499,            0.014715,            0.027762,           0.0029462,           0.0029462,           0.0029462
                 287,            0.018979,            0.011985,           0.0022965,             0.79191,             0.49539,             0.59972,             0.41033,            0.062297,            0.014947,            0.026479,           0.0029215,           0.0029215,           0.0029215
                 288,             0.01943,            0.012514,           0.0020297,             0.67554,             0.54228,             0.59047,             0.40029,            0.060282,            0.014217,            0.031353,           0.0028967,           0.0028967,           0.0028967
                 289,            0.019717,            0.012659,           0.0018668,             0.73481,             0.49819,             0.57795,             0.40028,            0.062939,            0.014384,            0.032774,            0.002872,            0.002872,            0.002872
                 290,            0.018855,            0.011882,           0.0015436,             0.66529,             0.53985,             0.57975,             0.39112,             0.06365,            0.014896,            0.029902,           0.0028472,           0.0028472,           0.0028472
                 291,            0.019726,             0.01178,           0.0019624,             0.74617,             0.49706,             0.58836,             0.40349,            0.061706,            0.014427,            0.029295,           0.0028225,           0.0028225,           0.0028225
                 292,            0.019703,            0.011274,           0.0018129,             0.66152,             0.53841,             0.56302,             0.38129,            0.065847,            0.015441,            0.028867,           0.0027977,           0.0027977,           0.0027977
                 293,            0.019139,            0.011723,           0.0018014,              0.7282,             0.56031,             0.59551,             0.38585,            0.060995,            0.014928,            0.028208,            0.002773,            0.002773,            0.002773
                 294,            0.018414,            0.012434,           0.0015118,             0.78656,             0.50451,             0.58183,             0.38853,            0.062998,            0.014735,            0.029128,           0.0027482,           0.0027482,           0.0027482
                 295,            0.019167,            0.011742,           0.0015442,             0.68233,             0.53942,             0.57736,             0.38863,            0.062244,            0.014058,            0.029807,           0.0027235,           0.0027235,           0.0027235
                 296,            0.018707,            0.011718,           0.0016459,             0.70525,              0.5357,             0.58615,             0.40527,            0.063071,            0.015175,            0.029437,           0.0026987,           0.0026987,           0.0026987
                 297,            0.019003,            0.012098,           0.0018126,              0.7301,             0.47185,             0.56513,               0.385,            0.064107,            0.015515,            0.031561,            0.002674,            0.002674,            0.002674
                 298,             0.01864,              0.0117,           0.0017103,             0.68211,             0.48056,             0.53155,             0.34243,            0.064639,            0.015549,            0.030161,           0.0026492,           0.0026492,           0.0026492
                 299,             0.01927,              0.0115,           0.0019203,             0.66218,             0.52207,             0.57324,             0.37854,            0.063147,            0.015303,            0.029368,           0.0026245,           0.0026245,           0.0026245
                 300,             0.01974,            0.012066,           0.0024033,             0.80078,             0.46822,              0.6015,             0.39603,             0.05927,            0.014845,             0.03602,           0.0025997,           0.0025997,           0.0025997
                 301,            0.018848,            0.011289,           0.0018682,             0.76248,             0.52228,             0.57666,             0.36785,            0.062467,            0.015254,             0.03385,            0.002575,            0.002575,            0.002575
                 302,            0.018875,            0.011801,           0.0024939,             0.62304,             0.51936,             0.52749,             0.34065,            0.061766,              0.0153,            0.032264,           0.0025503,           0.0025503,           0.0025503
                 303,            0.020213,            0.011469,           0.0023129,             0.65134,             0.52575,             0.53909,             0.35857,             0.06219,            0.014459,            0.034121,           0.0025255,           0.0025255,           0.0025255
                 304,            0.017954,            0.011028,           0.0019459,             0.67122,             0.49139,             0.52605,             0.35024,            0.063109,            0.013995,             0.03784,           0.0025008,           0.0025008,           0.0025008
                 305,             0.01917,            0.011742,           0.0016417,             0.68768,              0.5076,             0.56351,             0.36974,             0.06069,            0.014668,            0.034442,            0.002476,            0.002476,            0.002476
                 306,            0.018797,             0.01161,           0.0018614,             0.70228,              0.5481,             0.60111,             0.38398,            0.058396,            0.014648,             0.03037,           0.0024513,           0.0024513,           0.0024513
                 307,            0.017957,             0.01133,           0.0018885,             0.77107,             0.48836,             0.58039,             0.39078,            0.060568,            0.015179,            0.030292,           0.0024265,           0.0024265,           0.0024265
                 308,            0.017897,             0.01193,           0.0021239,             0.68389,             0.57397,             0.61149,             0.40949,            0.057527,            0.014815,            0.030579,           0.0024018,           0.0024018,           0.0024018
                 309,            0.016969,             0.01189,           0.0014337,             0.72611,             0.54127,             0.59381,             0.39019,            0.057912,            0.014545,            0.033354,            0.002377,            0.002377,            0.002377
                 310,            0.017586,            0.011811,           0.0023893,             0.64297,             0.57302,             0.59735,             0.40717,            0.060253,            0.015327,            0.028968,           0.0023523,           0.0023523,           0.0023523
                 311,            0.018362,            0.011513,           0.0018502,              0.7146,             0.51355,             0.59887,             0.40663,             0.06102,            0.014826,            0.026459,           0.0023275,           0.0023275,           0.0023275
                 312,            0.018228,            0.010829,           0.0017296,             0.70979,             0.50842,             0.60611,             0.40078,            0.060952,            0.015169,            0.024947,           0.0023028,           0.0023028,           0.0023028
                 313,            0.017735,            0.011703,           0.0016673,             0.70611,             0.54512,             0.59895,             0.40222,            0.060745,            0.014889,             0.02803,            0.002278,            0.002278,            0.002278
                 314,            0.018528,            0.011503,           0.0013401,             0.78476,             0.51037,             0.59269,             0.40049,            0.060724,              0.0145,             0.02972,           0.0022533,           0.0022533,           0.0022533
                 315,            0.017368,            0.011627,           0.0013092,             0.70282,             0.55547,             0.58915,             0.39855,            0.059425,            0.014208,            0.030908,           0.0022285,           0.0022285,           0.0022285
